date,MPR,ExchangeRate,M2,Inflation,baseline,actual
2010-12-01,-3.968989445074455e-06,0.9205415536816148,0.0,0.0,-47.239111220686965,153.0
2011-01-01,0.011744912174360859,1.0381302108823245,0.20345395128043572,-0.12666036449615137,-47.239111220686965,153.3
2011-02-01,-0.6088586794965236,3.0898523671615257,0.3637237939795131,0.18868088104758046,-47.239111220686965,153.5
2011-03-01,-1.694539145044605,1.4672929964276964,1.6724647404125745,0.11700432083422391,-47.239111220686965,153.8
2011-04-01,-2.6333620222543734,1.414838138064467,2.1035549460452465,1.4245509699772207,-47.239111220686965,154.0
2011-05-01,-2.8134334451044385,5.684486848101129,1.3542963407171107,2.0170924548365896,-47.239111220686965,154.3
2011-06-01,-1.032855756609561,8.240550438613253,0.946300719847056,2.138255907155865,-47.239111220686965,154.5
2011-07-01,-1.181641457220041,15.046497119045995,0.497181820422228,-1.567229505826789,-47.239111220686965,154.8
2011-08-01,-1.9824161285866893,21.336075203621803,0.6902810352666024,-6.082455548463421,-47.239111220686965,155.0
2011-09-01,-1.347767205103939,30.729537828519035,0.25600706038955623,-9.200460093495462,-47.239111220686965,155.3
2011-10-01,-1.793990272731666,34.140331925902224,2.0534151279655486,-12.700008861428032,-47.239111220686965,155.5
2011-11-01,2.544981475065669,30.95762334279644,5.212287750184072,-14.57569028571699,-47.239111220686965,155.8
2011-12-01,8.06211944372765,29.927320460270426,7.267083298945693,-18.969101126699073,-47.239111220686965,156.0
2012-01-01,8.97074141710398,25.939699600662816,9.654021835139554,-19.809102660463523,-47.239111220686965,156.3
2012-02-01,9.755698865238996,22.967801408956937,9.200212189610323,-17.794351197935622,-47.239111220686965,156.5
2012-03-01,8.112399678395974,20.728282343346336,8.853091880641426,-14.874350160995808,-47.239111220686965,156.8
2012-04-01,9.389482437765396,13.514277118042997,8.954155114263365,-13.769691782076478,-47.239111220686965,157.0
2012-05-01,7.736705357763872,11.974265622314922,9.361265589319155,-14.882237596251533,-47.239111220686965,157.3
2012-06-01,7.573127332052659,10.615384148954915,9.956137569310618,-16.199788759400327,-47.239111220686965,157.5
2012-07-01,12.107147274200068,2.120781482662352,7.639012242186025,-15.56297410339849,-47.239111220686965,157.8
2012-08-01,13.698236112759766,1.9726739323251863,4.585998420483536,-18.862103672010864,-47.239111220686965,158.0
2012-09-01,15.363656214063353,-2.7833177282680133,3.035471400563315,-17.539950831324315,-47.239111220686965,158.3
2012-10-01,12.964622001580283,-0.8872051978451778,-0.4078822536611375,-17.1017403187626,-47.239111220686965,158.5
2012-11-01,6.9080782821684865,-0.8257842987799761,-1.817387297107926,-13.324818312322897,-47.239111220686965,158.8
2012-12-01,3.3002929733968904,-5.473062140352965,-5.138646907418921,-4.867048753202733,-47.239111220686965,159.0
2013-01-01,0.305807423460584,-12.386613592611392,-6.172779291814947,3.1847482518614076,-47.239111220686965,159.3
2013-02-01,-5.907061679319139,-13.359722406041627,-5.4464221952613645,7.41120705350423,-47.239111220686965,159.5
2013-03-01,-10.188081938211957,-16.104512845063383,-5.6493960339729625,12.038197632936031,-47.239111220686965,159.8
2013-04-01,-9.79331181901696,-19.622185214909944,-6.772563976389222,13.633559440456015,-47.239111220686965,160.0
2013-05-01,-11.056965635329657,-20.747748037852578,-9.531511638865094,16.718678868259715,-47.239111220686965,160.3
2013-06-01,-15.449372785354596,-21.51312846878725,-9.093018153064108,19.305505185823645,-47.239111220686965,160.5
2013-07-01,-17.62694784173684,-23.498818779554497,-9.110978550906552,21.129334115902694,-47.239111220686965,160.8
2013-08-01,-20.104192049055516,-30.029917040680758,-8.784382443927562,27.57336411199528,-47.239111220686965,161.0
2013-09-01,-23.109026946785654,-34.52101667056333,-5.789211260180865,29.899495917723304,-47.239111220686965,161.3
2013-10-01,-25.10596920073485,-42.27936784724824,-5.937734207913604,37.633803524027876,-47.239111220686965,161.5
2013-11-01,-27.788978951022376,-47.10470996362698,-3.308508752158589,40.52764541572612,-47.239111220686965,161.8
2013-12-01,-28.12862552059418,-48.79312510791365,-2.664968085121071,40.087539913557826,-47.239111220686965,162.0
2014-01-01,-30.2755376251433,-49.96260127712794,-1.933126323567059,41.148560993921095,-47.239111220686965,162.3
2014-02-01,-32.626670852686765,-49.00993537569633,-2.3503775046507753,41.631187036027434,-47.239111220686965,162.5
2014-03-01,-34.54685582267726,-49.007192318746384,-0.9107936647345332,41.16110213864338,-47.239111220686965,162.8
2014-04-01,-36.05443492643284,-50.459826367308075,0.08803099709124233,42.51005141292471,-47.239111220686965,163.0
