date,MPR,ExchangeRate,M2,Inflation,baseline,actual
2010-12-01,0.003165468799775084,0.0,0.0,0.0,1.521081251185052,6.25
2011-01-01,-0.17162527361195595,0.003003377215584346,0.0014441456604804255,-0.0018172031665078974,1.521081251185052,6.5
2011-02-01,-0.2280392663799629,0.00603423340984897,-0.0021961293313875713,0.0015028688094111111,1.521081251185052,6.5
2011-03-01,-0.383600486668916,0.013214032405428051,-0.006359148355910539,0.007007212754030328,1.521081251185052,6.5
2011-04-01,-0.1742698551961512,0.018166939412892907,-0.034175919674361864,0.01989629329144159,1.521081251185052,7.5
2011-05-01,0.10834186687091044,0.0049726245297022475,-0.1044717686556399,0.02159218039155796,1.521081251185052,7.5
2011-06-01,-0.17085107355818063,0.055277820699598496,-0.06842957128730066,0.0382369462979176,1.521081251185052,8.0
2011-07-01,0.02936259109206188,0.044344587555621366,-0.002602277761934357,-0.11577805989244855,1.521081251185052,8.75
2011-08-01,0.06469336412022209,0.16539488675068387,-0.03329964510035471,-0.08098332860167226,1.521081251185052,9.25
2011-09-01,-0.02944820972324841,0.1566050968571107,-0.030230384608404912,-0.15364689791487923,1.521081251185052,9.25
2011-10-01,1.4089213270207361,0.22135092409218574,0.044305620212953846,0.04284202863590324,1.521081251185052,12.0
2011-11-01,1.3253941787919765,0.36002693877423125,0.044588227643539924,-0.1780286120092617,1.521081251185052,12.0
2011-12-01,1.215129477180228,0.39888631651418255,-0.15437080392009225,-0.057847308193956615,1.521081251185052,12.0
2012-01-01,0.9819296864202804,0.5868076889621766,-0.267553340267496,-0.20245186616378125,1.521081251185052,12.0
2012-02-01,0.4580476920131409,0.6504924927010696,-0.2691301342025165,-0.12085696751707153,1.521081251185052,12.0
2012-03-01,0.22617729335215672,0.9124853707099402,-0.3924111057326187,-0.04583448872141125,1.521081251185052,12.0
2012-04-01,-0.07704546920074354,1.0069232671868875,-0.36692484804418823,-0.06608396541358369,1.521081251185052,12.0
2012-05-01,-0.1973137693666829,0.9926864678720291,-0.2664359834648635,-0.08796421017774843,1.521081251185052,12.0
2012-06-01,-0.4391104502642024,0.9591390037219619,-0.26349835718278664,-0.001728702719953108,1.521081251185052,12.0
2012-07-01,-0.2538080553830704,0.8301250138732211,-0.27873487815946096,-0.1734922519863743,1.521081251185052,12.0
2012-08-01,-0.2732964188551548,0.6814996504289136,-0.18695350515807752,-0.14942614965441295,1.521081251185052,12.0
2012-09-01,-0.616504398273364,0.5369730270441864,0.034266587121732056,-0.05880815174173089,1.521081251185052,12.0
2012-10-01,-0.527069060735804,0.21503369144235304,0.05106699511015424,-0.028441107127944884,1.521081251185052,12.0
2012-11-01,-0.43927103841615356,0.05036750789049657,0.00793295267278396,-0.04561720749923253,1.521081251185052,12.0
2012-12-01,-0.487040044819788,-0.024660876432992227,0.18526763918465453,-0.24687094175316757,1.521081251185052,12.0
2013-01-01,-0.5541649030550803,-0.3533569538818848,0.2228458277829805,-0.09739096564588459,1.521081251185052,12.0
2013-02-01,-0.40909768675572944,-0.3639037699611022,0.1880300193277187,-0.3189917627914845,1.521081251185052,12.0
2013-03-01,-0.05945163396891592,-0.6320663119508122,0.05993057886345766,-0.429296453722825,1.521081251185052,12.0
2013-04-01,-0.27896018980267023,-0.49638323163886655,-0.006017668632141027,-0.41110097296372067,1.521081251185052,12.0
2013-05-01,-0.541054619138781,-0.5238782952262383,0.005216847327262367,-0.2366409588889575,1.521081251185052,12.0
2013-06-01,-0.41443023352494424,-0.4031194863588723,0.015947795323001262,-0.5677236603891795,1.521081251185052,12.0
2013-07-01,-0.779101779123453,-0.5467723200320047,0.05047509031759648,-0.15757880371677424,1.521081251185052,12.0
2013-08-01,-0.6663223902764395,-0.3428572386844983,0.010632372963757724,-0.4677306313076609,1.521081251185052,12.0
2013-09-01,-0.9120233543267957,-0.33550491796199716,0.04009173921247915,-0.27795806631878983,1.521081251185052,12.0
2013-10-01,-0.9965065800834225,-0.27241305002951394,0.02021623804573809,-0.23665906898830724,1.521081251185052,12.0
2013-11-01,-1.0466464437858796,-0.24609507685056126,-0.10944066233186919,-0.08795682695507656,1.521081251185052,12.0
2013-12-01,-1.2419662949877353,-0.21700647979879562,-0.02288325541935954,0.006352731861766195,1.521081251185052,12.0
2014-01-01,-1.3096787392318552,-0.14741428425016326,-0.13461948214645503,0.1338931212080422,1.521081251185052,12.0
2014-02-01,-1.1862609458046707,-0.22848684426812782,-0.22953201710749202,0.1988511270104071,1.521081251185052,12.0
2014-03-01,-1.3145611964084074,-0.2565941192475889,-0.1109542701961964,0.2384201899857244,1.521081251185052,12.0
2014-04-01,-1.445445005254888,-0.5037626620642423,-0.023986447772151507,0.5380040916810356,1.521081251185052,12.0
2014-05-01,-1.2446282268243356,-0.6096900614759542,-0.14997403791768027,0.5651519979271397,1.521081251185052,12.0
2014-06-01,-1.209589627178406,-0.7915511984284929,-0.17231497072051247,0.7337305732093642,1.521081251185052,12.0
2014-07-01,-1.1512650788685581,-0.9227145976149776,-0.1271522965200421,0.7550900802503725,1.521081251185052,12.0
2014-08-01,-1.0503462988936958,-1.037136803253391,-0.1479545849947657,0.7888225275931364,1.521081251185052,12.0
2014-09-01,-1.0168427053656437,-1.1471983950490048,-0.23262970609624864,0.9525931137838343,1.521081251185052,12.0
2014-10-01,-0.38416524562760634,-1.259656683065872,-0.18997287249166236,0.8997041859330327,1.521081251185052,12.5
2014-11-01,0.2715044308382193,-1.3749755679139353,-0.18722224070373542,0.874100393770751,1.521081251185052,13.0
2014-12-01,0.38652392797807045,-1.397975494301032,-0.2991177300844292,0.9295721151771427,1.521081251185052,13.0
2015-01-01,0.3667928580096319,-1.4221665836898576,-0.13554648861105764,0.8547156943511995,1.521081251185052,13.0
2015-02-01,0.5580811424534077,-1.5302743390958982,-0.1662740510326638,0.8602158495541199,1.521081251185052,13.0
2015-03-01,0.5449551405104854,-1.4107706527012214,-0.2521611157763459,0.9125215050504755,1.521081251185052,13.0
2015-04-01,0.5488123488617708,-1.5259762847857021,-0.002784986375050871,0.8578391780074455,1.521081251185052,13.0
2015-05-01,0.4547861922201567,-1.310761555436507,0.0991743247688078,0.7270656894863678,1.521081251185052,13.0
2015-06-01,0.6031609715648146,-1.3746196041055048,0.07855414995018546,0.7647068027540311,1.521081251185052,13.0
2015-07-01,0.5602093368771472,-1.2751600529874403,0.16485650301438737,0.7275099815743423,1.521081251185052,13.0
2015-08-01,0.6614883338998894,-1.2280785079547691,0.22553406506818852,0.62642474871503,1.521081251185052,13.0
2015-09-01,0.6418097947785566,-1.0845337796171663,0.21470156988228678,0.6216542390053177,1.521081251185052,13.0
2015-10-01,0.8484262726266367,-1.0498806321021075,0.07459089055516559,0.6260972961154374,1.521081251185052,13.0
2015-11-01,0.8710281520267327,-0.9489208611938093,0.2201174109885852,0.458971273176818,1.521081251185052,13.0
2015-12-01,-0.828232989233792,-0.9499894987820996,0.08831611645268037,0.38820208178039894,1.521081251185052,11.0
2016-01-01,-0.7835141270763335,-0.8737987863951815,0.0655391799090396,0.38108351249796296,1.521081251185052,11.0
2016-02-01,-0.5201454848651105,-1.010432397855349,0.06186366064625666,0.34369092656992745,1.521081251185052,11.0
2016-03-01,0.45130760573119466,-0.8686511492871345,0.13808470634904915,0.2339236062830632,1.521081251185052,12.0
2016-04-01,0.5010135697481362,-0.9354589171427778,0.2033291517576122,0.2599097407451566,1.521081251185052,12.0
2016-05-01,0.3607095127133873,-0.6443552628452747,0.25132344138308044,0.13088167756486935,1.521081251185052,12.0
2016-06-01,0.680580859427425,-0.6828556601447197,0.3446073058400364,-0.17804252529154987,1.521081251185052,12.0
2016-07-01,2.271436565405967,-0.3306940502251565,0.3740213823235866,-0.08827451612904783,1.521081251185052,14.0
2016-08-01,2.3151181217690895,-0.2879319196918568,0.43252432775467803,-0.1738579093228971,1.521081251185052,14.0
2016-09-01,1.9144366763683291,0.5411309709050203,0.42363774689589373,-0.5368593296580443,1.521081251185052,14.0
2016-10-01,1.542633487106389,0.8718741810006895,0.45927310475045197,-0.4780005556924246,1.521081251185052,14.0
2016-11-01,1.0340260053100319,1.4875105846013967,0.5812058252137738,-0.6568398837515694,1.521081251185052,14.0
